direction,slice,function,base,test
better,coreutils::O0::readlink,hash_print_statistics,0.6666666666666666,0.8333333333333334
better,coreutils::O0::readlink,transfer_entries,0.0,0.1111111111111111
better,coreutils::O0::realpath,hash_find_entry,0.0,0.1
better,coreutils::O0::realpath,hash_print_statistics,0.6666666666666666,0.8333333333333334
better,coreutils::O0::realpath,transfer_entries,0.0,0.1111111111111111
better,coreutils::O0::rm,diagnose_leading_hyphen,0.4,0.6
better,coreutils::O0::rm,excise,0.16666666666666666,0.5
better,coreutils::O0::rm,hash_find_entry,0.0,0.1
better,coreutils::O0::rm,hash_print_statistics,0.6666666666666666,0.8333333333333334
better,coreutils::O0::rm,prompt,0.375,0.4375
better,coreutils::O0::rm,rm_fts,0.6363636363636364,0.7272727272727273
better,coreutils::O0::rm,transfer_entries,0.0,0.1111111111111111
better,coreutils::O0::rmdir,main,0.6363636363636364,0.7272727272727273
better,coreutils::O0::shred,do_wipefd,0.6111111111111112,0.7222222222222222
better,coreutils::O0::shred,wipename,0.46153846153846156,0.5384615384615384
better,coreutils::O0::shuf,hash_find_entry,0.0,0.1
better,coreutils::O0::shuf,hash_print_statistics,0.6666666666666666,0.8333333333333334
better,coreutils::O0::shuf,read_input_reservoir_sampling,0.45454545454545453,0.5454545454545454
better,coreutils::O0::shuf,transfer_entries,0.0,0.1111111111111111
better,coreutils::O0::sort,avoid_trashing_input,0.5454545454545454,0.6363636363636364
better,coreutils::O0::sort,check,0.3333333333333333,0.4
better,coreutils::O0::sort,fillbuf,0.6470588235294118,0.7058823529411765
better,coreutils::O0::sort,hash_find_entry,0.0,0.1
better,coreutils::O0::sort,hash_print_statistics,0.6666666666666666,0.8333333333333334
better,coreutils::O0::sort,init_node,0.4666666666666667,0.5333333333333333
better,coreutils::O0::sort,maybe_create_temp,0.4,0.6
better,coreutils::O0::sort,open_temp,0.6666666666666666,0.8333333333333334
better,coreutils::O0::sort,sort_buffer_size,0.6666666666666666,0.75
better,coreutils::O0::sort,stream_open,0.5714285714285714,0.7142857142857143
better,coreutils::O0::sort,transfer_entries,0.0,0.1111111111111111
better,coreutils::O0::sort,write_line,0.375,0.5
better,coreutils::O0::sort,xfclose,0.0,0.5
better,coreutils::O0::split,create,0.7142857142857143,0.8571428571428571
better,coreutils::O0::split,cwrite,0.3333333333333333,0.6666666666666666
better,coreutils::O0::split,lines_rr,0.5555555555555556,0.6111111111111112
better,coreutils::O0::split,lines_split,0.7,0.8
better,coreutils::O0::split,main,0.7142857142857143,0.7619047619047619
better,coreutils::O0::stat,default_format,0.0,0.6
better,coreutils::O0::stat,find_bind_mount,0.14285714285714285,0.42857142857142855
