direction,opt,project,binary,function,arch,ged_base,ged_var,src_nodes,approximated
worsened,O0,coreutils,mv,owner_failure_ok,x86-64,10.0,12.0,5,False
worsened,O0,coreutils,dircolors,parse_line,x86-64,10.0,20.0,28,False
improved,O0,coreutils,dir,parse_ls_color,x86-64,152.0,148.0,41,False
improved,O0,coreutils,ls,parse_ls_color,x86-64,152.0,148.0,41,False
improved,O0,coreutils,vdir,parse_ls_color,x86-64,152.0,148.0,41,False
improved,O0,coreutils,tail,parse_obsolete_option,x86-64,39.0,30.0,51,False
improved,O0,coreutils,tail,parse_options,x86-64,36.0,34.0,66,True
improved,O0,coreutils,realpath,path_prefix,x86-64,12.0,10.0,16,False
worsened,O0,coreutils,nice,perm_related_errno,x86-64,10.0,12.0,3,False
improved,O0,coreutils,pr,print_stored,x86-64,7.0,5.0,20,False
improved,O0,coreutils,dd,print_xfer_stats,x86-64,12.0,8.0,21,False
