direction,slice,function,base,test
worse,bzip2::O0::bzip2recover,main,0.7777777777777778,0.7222222222222222
worse,bzip2::O2::bzip2recover,main,0.09090909090909091,0.06818181818181818
worse,bzip2::O2::bzip2,main,0.11764705882352941,0.058823529411764705
worse,bzip2::O0::bzip2,main,0.6666666666666666,0.5555555555555556
worse,grep::O0::grep,main,0.8421052631578947,0.7894736842105263
worse,findutils::O0::find,main,0.75,0.5
worse,findutils::O2::find,main,0.3333333333333333,0.16666666666666666
