direction,slice,function,base,test
onto,coreutils::O2-noinline::head,diagnose_copy_fd_failure,0.5,1.0
onto,coreutils::O2-noinline::nl,process_file,0.0,1.0
onto,coreutils::O2-noinline::ls,decode_line_length,0.5,1.0
onto,coreutils::O2-noinline::ls,file_failure,0.6666666666666666,1.0
onto,coreutils::O2-noinline::pr,parse_column_count,0.0,1.0
onto,coreutils::O2-noinline::mv,write_protected_non_symlink,0.3333333333333333,1.0
onto,coreutils::O2-noinline::rm,write_protected_non_symlink,0.3333333333333333,1.0
onto,coreutils::O2-noinline::stty,integer_arg,0.5,1.0
onto,coreutils::O2-noinline::timeout,parse_duration,0.6666666666666666,1.0
onto,coreutils::O2-noinline::sort,xfclose,0.5,1.0
onto,coreutils::O2-noinline::tail,close_fd,0.5,1.0
onto,coreutils::O2-noinline::vdir,decode_line_length,0.5,1.0
onto,coreutils::O2-noinline::vdir,file_failure,0.6666666666666666,1.0
onto,gzip::O0::gzip,flush_block,0.8571428571428571,1.0
onto,gzip::O0::gzip,write_buf,0.75,1.0
onto,gzip::O0::gzip,gzip_base_name,0.0,1.0
onto,gzip::O0::gzip,file_read,0.6666666666666666,1.0
onto,gzip::O0::gzip,clear_ungetc_buffer_preserving_position,0.0,1.0
onto,gzip::O0::gzip,xirealloc,0.5,1.0
onto,gzip::O0::gzip,xireallocarray,0.6666666666666666,1.0
onto,gzip::O0::gzip,x2realloc,0.0,1.0
onto,gzip::O0::gzip,x2nrealloc,0.75,1.0
onto,gzip::O0::gzip,xpalloc,0.8888888888888888,1.0
onto,grep::O0::grep,pr_sgr_start_if,0.0,1.0
onto,grep::O0::grep,pr_sgr_end_if,0.0,1.0
onto,grep::O0::grep,print_offset,0.5,1.0
onto,shadow::O0::chsh,is_restricted_shell,0.0,1.0
onto,gzip::O2-noinline::gzip,clear_ungetc_buffer_preserving_position,0.0,1.0
onto,gzip::O2-noinline::gzip,x2realloc,0.0,1.0
onto,grep::O2-noinline::grep,print_offset,0.5,1.0
onto,findutils::O2-noinline::find,report_file_err,0.75,1.0
onto,findutils::O2-noinline::find,nonfatal_target_file_error,0.5,1.0
onto,findutils::O2-noinline::find,fatal_target_file_error,0.5,1.0
onto,findutils::O2-noinline::find,nonfatal_nontarget_file_error,0.5,1.0
onto,findutils::O2-noinline::find,fatal_nontarget_file_error,0.5,1.0
onto,tar::O0::tar,get_stat_data,0.3333333333333333,1.0
onto,tar::O0::tar,extract_symlink,0.6666666666666666,1.0
onto,tar::O0::tar,rename_directory,0.5,1.0
onto,tar::O0::tar,dumpdir_create,0.0,1.0
onto,tar::O0::tar,purge_directory,0.0,1.0
onto,tar::O0::tar,gid_from_header,0.5,1.0
onto,tar::O0::tar,major_from_header,0.5,1.0
onto,tar::O0::tar,minor_from_header,0.5,1.0
onto,tar::O0::tar,off_from_header,0.5,1.0
onto,tar::O0::tar,time_from_header,0.5,1.0
onto,tar::O0::tar,uid_from_header,0.5,1.0
onto,tar::O0::tar,uintmax_from_header,0.5,1.0
onto,tar::O0::tar,owner_map_read,0.0,1.0
onto,tar::O0::tar,group_map_read,0.0,1.0
onto,tar::O0::tar,blocking_read,0.8,1.0
